Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;<24, 48];Febrero;354.07;0;0;10/02/2014;15;MCT  Msj Con Terceros;6218.9;2012;0
>10;<24, 48];Febrero;287.32;287.32;287.8;25/02/2014;8;MCF  Msj Con Familiar;1403.96;2011;0
>10;>48;Febrero;108.33;338.53;338.53;6/02/2014;20;MCF  Msj Con Familiar;2215.52;2012;0
>10;>48;Febrero;1332.47;2002.98;0;11/02/2014;9;TELF. NO CORRESPONDE;16348.3;2012;1
>10;<24, 48];Febrero;738.32;740.5;741.47;11/02/2014;14;PDP  Promesa De Pago;13615.5;2012;0
<=10;<24, 48];Febrero;257.76;250.76;256.26;14/02/2014;8;MCT  Msj Con Terceros;4585.32;2013;0
<=10;>48;Febrero;160.14;0;0;11/02/2014;10;MCF  Msj Con Familiar;15264.5;2012;0
<=10;>48;Febrero;104.72;0;0;26/02/2014;9;MCT  Msj Con Terceros;2840.73;2012;0
>10;<24, 48];Febrero;219.37;0;0;18/02/2014;8;TAT  Tratamiento al Titu;1942.83;2011;0
<=10;<24, 48];Febrero;327.67;326.42;655.29;24/02/2014;15;MCT  Msj Con Terceros;7521.2;2013;0
>10;<=24;Febrero;293.15;5.33;474.2;6/02/2014;11;TAT  Tratamiento al Titu;1026.03;2012;0
>10;<=24;Febrero;311.75;0;163.04;5/02/2014;12;CAN  Cliente Cancelo;935.24;2012;1
<=10;>48;Febrero;1799.99;0;0;21/02/2014;18;CIH  Generar Cita;18034.1;2013;1
<=10;<24, 48];Febrero;2078.19;0;0;17/02/2014;8;MCT  Msj Con Terceros;21519.8;2012;1
<=10;<=24;Febrero;766;0;0;17/02/2014;11;PDP  Promesa De Pago;1913.32;2012;1
<=10;>48;Febrero;447.08;923.67;0;17/02/2014;12;MCT  Msj Con Terceros;16422.2;2013;0
>10;<24, 48];Febrero;854.73;1283.73;0;28/02/2014;11;MCF  Msj Con Familiar;6880.05;2011;1
<=10;<24, 48];Febrero;431.35;434.58;435.1;10/02/2014;11;MCT  Msj Con Terceros;12677.3;2013;0
<=10;<24, 48];Febrero;170.68;125.36;132.07;11/02/2014;17;MCT  Msj Con Terceros;616.89;2012;1
<=10;<24, 48];Febrero;1376.08;0;0;12/02/2014;13;TELF. NO CORRESPONDE;10129;2013;1
>10;<24, 48];Febrero;606.19;0;0;13/02/2014;8;MCF  Msj Con Familiar;8673.88;2011;0
<=10;<24, 48];Febrero;1617.97;0;0;13/02/2014;8;MCF  Msj Con Familiar;7384.77;2012;1
>10;<24, 48];Febrero;302.59;303.33;304.93;4/02/2014;15;PDP  Promesa De Pago;4091.79;2012;0
>10;>48;Febrero;245.53;240.21;233.41;11/02/2014;10;TELF. NO CORRESPONDE;1612.59;2010;0
>10;>48;Febrero;661.46;660.06;660.02;4/02/2014;14;MCT  Msj Con Terceros;20514;2011;0
>10;<=24;Febrero;294.66;0;0;5/02/2014;16;TAT sin contacto con Titular;593.87;2012;0
<=10;<=24;Febrero;269.09;0;0;5/02/2014;16;TAT  Tratamiento al Titu;2700.39;2012;0
<=10;<=24;Febrero;100.01;106.33;102.76;28/02/2014;8;PDP  Promesa De Pago;1505.96;2013;0
<=10;<24, 48];Febrero;319.01;638.04;0;20/02/2014;9;MCT  Msj Con Terceros;7675.46;2013;0
<=10;>48;Febrero;854.52;0;0;20/02/2014;10;TELF. NO CORRESPONDE;24298.4;2013;0
<=10;<=24;Febrero;347.42;0;0;3/02/2014;7;PDP  Promesa De Pago;5000.64;2013;0
>10;<24, 48];Febrero;205.57;205.52;0;20/02/2014;13;PDP  Promesa De Pago;2200.79;2012;0
<=10;>48;Febrero;342.2;0;0;4/02/2014;14;MCT  Msj Con Terceros;17903.3;2013;0
<=10;<24, 48];Febrero;426.37;0;339.84;6/02/2014;15;TELF. NO CORRESPONDE;11158.8;2013;0
<=10;<24, 48];Febrero;326.38;324.84;326.51;14/02/2014;13;MCT  Msj Con Terceros;10189;2013;0
<=10;<24, 48];Febrero;237.83;214.9;0;25/02/2014;11;MCT  Msj Con Terceros;4016.89;2012;0
<=10;<=24;Febrero;147.72;0;151.83;3/02/2014;14;MCF  Msj Con Familiar;2147.93;2013;0
<=10;<=24;Febrero;411.41;0;0;6/02/2014;15;TAT  Tratamiento al Titu;5058.29;2013;0
<=10;<24, 48];Febrero;256.08;33.7;67.54;6/02/2014;7;MCT  Msj Con Terceros;10759.1;2013;0
>10;<24, 48];Febrero;225.21;160.9;0;14/02/2014;14;TELF. NO CORRESPONDE;8803.54;2011;0
<=10;>48;Febrero;402.07;805.59;0;13/02/2014;11;TAT sin contacto con Titular;11658.9;2013;0
<=10;<=24;Febrero;177.79;496.75;819.05;14/02/2014;14;TELF. NO CORRESPONDE;3740.92;2013;0
<=10;<=24;Febrero;36.98;37.99;9.02;6/02/2014;9;MCT  Msj Con Terceros;2754.32;2013;0
<=10;<24, 48];Febrero;2374.57;0;0;13/02/2014;13;MCF  Msj Con Familiar;22595.8;2012;1
<=10;<=24;Febrero;908.12;0;0;11/02/2014;9;PDP  Promesa De Pago;18175.3;2013;0
<=10;<24, 48];Febrero;338.04;0;10.13;4/02/2014;16;PDP  Promesa De Pago;6436.44;2012;0
<=10;<=24;Febrero;47.04;0;198.71;11/02/2014;7;PDP  Promesa De Pago;2264.19;2013;0
>10;<24, 48];Febrero;175.86;0;0;4/02/2014;8;PDP  Promesa De Pago;3091.09;2013;0
>10;>48;Febrero;358.22;358.5;359.36;28/02/2014;9;MCF  Msj Con Familiar;7709.7;2012;0
<=10;>48;Febrero;481.46;0;482.41;5/02/2014;10;PDP  Promesa De Pago;19321.3;2013;0
<=10;>48;Febrero;620.25;0;768.1;28/02/2014;13;TAT  Tratamiento al Titu;24082.3;2013;0
<=10;>48;Febrero;252.45;254.47;0;20/02/2014;8;TAT  Tratamiento al Titu;4670.56;2012;0
>10;<=24;Febrero;353.82;353.45;0;3/02/2014;15;MCT  Msj Con Terceros;1683.22;2012;0
<=10;<24, 48];Febrero;222.08;0;0;5/02/2014;13;PAR  Promesa Parcial;2720.87;2013;1
<=10;<24, 48];Febrero;927.12;938.15;0;17/02/2014;15;PDP  Promesa De Pago;12616.2;2012;0
<=10;<24, 48];Febrero;61.66;0;68.56;19/02/2014;9;MCO  Msj Con Conyuge;8835.51;2013;0
<=10;<24, 48];Febrero;337.99;686.69;340.54;5/02/2014;9;MCF  Msj Con Familiar;7010.22;2013;0
<=10;<24, 48];Febrero;436.14;884.63;452.66;12/02/2014;10;MCT  Msj Con Terceros;6455.4;2012;1
>10;<24, 48];Febrero;1581.22;0;0;28/02/2014;17;MCT  Msj Con Terceros;9016.69;2011;1
>10;<24, 48];Febrero;921.25;0;0;11/02/2014;7;MCF  Msj Con Familiar;1950.14;2011;1
<=10;>48;Febrero;560;0;0;5/02/2014;9;TELF. NO CORRESPONDE;12586.1;2013;0
>10;<24, 48];Febrero;254.89;124.91;46.22;25/02/2014;18;MCT  Msj Con Terceros;2033.14;2011;0
<=10;<24, 48];Febrero;304.96;0;919.11;26/02/2014;10;MCT  Msj Con Terceros;5509.39;2013;0
<=10;<24, 48];Febrero;1128.65;0;1125.03;20/02/2014;7;PDP  Promesa De Pago;18903.8;2012;0
>10;<24, 48];Febrero;281.98;365.54;0;12/02/2014;10;TELF. NO CORRESPONDE;3003.95;2011;0
<=10;<24, 48];Febrero;174.37;641.37;63.21;17/02/2014;14;MCC  Msj Con Comp De Trab;9482.97;2012;0
<=10;<24, 48];Febrero;238.64;253.02;251.33;26/02/2014;10;MCC  Msj Con Comp De Trab;4487.91;2013;0
>10;<24, 48];Febrero;231.06;0.83;230.93;5/02/2014;14;MCF  Msj Con Familiar;1124.19;2011;1
<=10;<24, 48];Febrero;1157.1;0;0;18/02/2014;18;TAT sin contacto con Titular;3577.77;2012;1
<=10;>48;Febrero;1153.98;1159.06;1140.06;6/02/2014;10;TELF. NO CORRESPONDE;32076.2;2013;0
<=10;<=24;Febrero;316.73;4.07;0;11/02/2014;12;TELF. NO CORRESPONDE;3816.3;2013;0
>10;>48;Febrero;1660.88;0;0;26/02/2014;9;MCT  Msj Con Terceros;12792.9;2012;1
<=10;<24, 48];Febrero;239.91;482.71;727.31;25/02/2014;9;MCF  Msj Con Familiar;4844.32;2013;0
<=10;<=24;Febrero;168.58;0.87;168.77;12/02/2014;12;TAT sin contacto con Titular;635.31;2013;0
<=10;<24, 48];Febrero;460.6;851.23;851.23;12/02/2014;10;MCT  Msj Con Terceros;15795.1;2012;0
<=10;<=24;Febrero;269.37;546.49;825.88;25/02/2014;10;MCT  Msj Con Terceros;3775.02;2013;0
<=10;<24, 48];Febrero;354.52;0;355.45;13/02/2014;14;TELF. NO CORRESPONDE;7515.01;2012;0
<=10;<24, 48];Febrero;1153.1;0;394.38;5/02/2014;13;MCT  Msj Con Terceros;11739.1;2012;1
>10;<24, 48];Febrero;233.24;0;33.22;12/02/2014;11;PDP  Promesa De Pago;3151.26;2012;0
<=10;<24, 48];Febrero;276.67;0.76;0;10/02/2014;14;MCF  Msj Con Familiar;8179.08;2013;0
<=10;<24, 48];Febrero;1136.49;0;0;4/02/2014;16;MCT  Msj Con Terceros;9974.62;2013;1
<=10;<24, 48];Febrero;508.92;849.98;1195.08;25/02/2014;14;PAR  Promesa Parcial;6633.57;2013;1
>10;<24, 48];Febrero;93.28;143.65;0;21/02/2014;7;PAR  Promesa Parcial;2667.78;2012;0
<=10;<=24;Febrero;299.8;0;0;21/02/2014;15;MCT  Msj Con Terceros;1959.13;2013;0
>10;<24, 48];Febrero;434.08;431.9;431.9;27/02/2014;9;PDP  Promesa De Pago;6788.77;2011;0
<=10;<24, 48];Febrero;1781.64;0;0;19/02/2014;10;MCT  Msj Con Terceros;17234.4;2012;1
>10;<24, 48];Febrero;484.23;0;0;10/02/2014;11;MCF  Msj Con Familiar;21043.5;2012;0
>10;<24, 48];Febrero;431.66;427.52;430.3;17/02/2014;16;PAR  Promesa Parcial;7528.24;2012;0
<=10;<24, 48];Febrero;293.19;277.75;298.98;3/02/2014;20;TELF. NO CORRESPONDE;5045.74;2013;0
<=10;<24, 48];Febrero;226.78;453.46;127.6;24/02/2014;10;MCF  Msj Con Familiar;5117.41;2013;0
<=10;<=24;Febrero;1152.11;153.95;1029.08;25/02/2014;15;MCF  Msj Con Familiar;20908.8;2013;0
<=10;>48;Febrero;2110.75;0;0;20/02/2014;17;MCF  Msj Con Familiar;25496;2013;1
<=10;>48;Febrero;386.95;386.86;386.96;17/02/2014;16;MCF  Msj Con Familiar;9366.6;2013;0
<=10;<24, 48];Febrero;40.55;0;0;13/02/2014;7;PDP  Promesa De Pago;2911.5;2011;0
<=10;<=24;Febrero;323.45;329.04;660.37;10/02/2014;18;MCT  Msj Con Terceros;4819.16;2013;0
<=10;>48;Febrero;1419.84;0;0;11/02/2014;12;MCT  Msj Con Terceros;22491;2013;1
<=10;<24, 48];Febrero;303.13;302.9;301.49;7/02/2014;13;MCT  Msj Con Terceros;10598.2;2013;0
>10;<24, 48];Febrero;335.27;597.85;199.28;14/02/2014;7;MCT  Msj Con Terceros;13789.6;2012;0
<=10;<24, 48];Febrero;216.33;435.53;0;25/02/2014;17;MCF  Msj Con Familiar;3200.44;2012;0
>10;<=24;Febrero;294.67;498.14;0;28/02/2014;18;MCF  Msj Con Familiar;735.83;2012;1
<=10;>48;Febrero;135.78;0;0;19/02/2014;11;MCF  Msj Con Familiar;14740.6;2013;0
<=10;<24, 48];Febrero;251.91;254.53;255.13;10/02/2014;11;MCT  Msj Con Terceros;4220.36;2012;0
<=10;<24, 48];Febrero;305.1;593.32;314.09;7/02/2014;7;MCF  Msj Con Familiar;7548.53;2013;0
<=10;<=24;Febrero;623.62;627.27;0;13/02/2014;17;TELF. NO CORRESPONDE;622.96;2013;1
<=10;<24, 48];Febrero;44.38;323.86;90.39;20/02/2014;9;MCT  Msj Con Terceros;6622.64;2013;0
<=10;<24, 48];Febrero;457.1;0;0;17/02/2014;9;TAT sin contacto con Titular;11320.4;2013;0
<=10;<=24;Febrero;1169.12;0;0;7/02/2014;8;MCT  Msj Con Terceros;6637.15;2013;1
>10;<24, 48];Febrero;482;0;482.56;6/02/2014;9;MCT  Msj Con Terceros;9774.2;2012;0
<=10;<24, 48];Febrero;778.61;0;0;18/02/2014;9;MCT  Msj Con Terceros;15526.9;2013;0
<=10;>48;Febrero;962.25;692.48;0;3/02/2014;10;PDP  Promesa De Pago;26855.7;2013;0
<=10;<24, 48];Febrero;405.28;0;0;17/02/2014;12;TELF. NO CORRESPONDE;3317.9;2013;1
<=10;<24, 48];Febrero;293.72;266.16;16.16;7/02/2014;8;MCF  Msj Con Familiar;4034.15;2012;1
<=10;<24, 48];Febrero;111.13;111.07;111.35;24/02/2014;10;MCT  Msj Con Terceros;1930.3;2013;0
>10;<24, 48];Febrero;180.99;181.16;181.13;4/02/2014;12;MCF  Msj Con Familiar;1371.47;2011;0
<=10;<=24;Febrero;309.23;0;311.3;13/02/2014;18;PDP  Promesa De Pago;2580.83;2013;0
<=10;<24, 48];Febrero;150.31;0.04;150.61;24/02/2014;16;TELF. NO CORRESPONDE;2718.45;2013;0
<=10;<24, 48];Febrero;82.66;0;0;3/02/2014;11;MCT  Msj Con Terceros;4792.9;2013;0
<=10;<24, 48];Febrero;387.5;383.59;0;20/02/2014;7;MCT  Msj Con Terceros;3136.07;2013;1
<=10;<24, 48];Febrero;90.16;0;395.04;6/02/2014;15;MCT  Msj Con Terceros;10288.4;2013;0
>10;<=24;Febrero;134.48;0;0;25/02/2014;9;PDP  Promesa De Pago;883.54;2012;0
>10;<24, 48];Febrero;252.3;499.77;353;7/02/2014;11;PDP  Promesa De Pago;7909.25;2011;0
<=10;<24, 48];Febrero;561.62;0;208.97;19/02/2014;12;MCT  Msj Con Terceros;13814.1;2013;0
<=10;<24, 48];Febrero;207.26;0;0;11/02/2014;10;MCF  Msj Con Familiar;2299.7;2013;0
<=10;<24, 48];Febrero;776.33;1585.57;1585.57;10/02/2014;14;MCF  Msj Con Familiar;24919.2;2013;0
>10;<24, 48];Febrero;769.81;0;0;20/02/2014;15;PAR  Promesa Parcial;5672.11;2012;1
>10;>48;Febrero;346.32;0;346.28;4/02/2014;7;TELF. NO CORRESPONDE;5931.44;2011;0
<=10;<=24;Febrero;408.06;0;0;7/02/2014;10;PDP  Promesa De Pago;2172.12;2012;0
<=10;<24, 48];Febrero;206.7;206.71;0;10/02/2014;18;IPT  Inbound PDP Total;4139.06;2013;0
<=10;<24, 48];Febrero;1276.35;0;0;21/02/2014;17;MCF  Msj Con Familiar;13524.4;2012;1
<=10;<24, 48];Febrero;980.98;203.28;0;5/02/2014;13;PDP  Promesa De Pago;24859.3;2013;0
<=10;<24, 48];Febrero;1162.99;0;0;6/02/2014;15;PAR  Promesa Parcial;7884.72;2013;1
<=10;<24, 48];Febrero;83.6;0;0;3/02/2014;19;TELF. NO CORRESPONDE;4512.84;2013;0
>10;<=24;Febrero;706.05;707.05;0;3/02/2014;9;PDP  Promesa De Pago;3402.82;2012;0
<=10;<=24;Febrero;233.31;0;0;10/02/2014;7;MCT  Msj Con Terceros;661.4;2013;0
<=10;<24, 48];Febrero;121.63;0;0;12/02/2014;9;MCT  Msj Con Terceros;1511.18;2012;0
>10;<24, 48];Febrero;294.64;296.22;96.95;25/02/2014;10;PDP  Promesa De Pago;2533.5;2011;0
<=10;<24, 48];Febrero;140.94;0;143.21;6/02/2014;7;MCT  Msj Con Terceros;3565.15;2013;0
<=10;<24, 48];Febrero;498.8;512.57;462.82;7/02/2014;15;TELF. NO CORRESPONDE;14162.7;2012;0
>10;<24, 48];Febrero;41.94;175.21;351.24;3/02/2014;10;PDP  Promesa De Pago;2780.49;2012;0
<=10;<24, 48];Febrero;236.81;482.84;731.49;6/02/2014;7;MCT  Msj Con Terceros;4005.4;2012;0
<=10;<24, 48];Febrero;52.16;81.89;0;10/02/2014;9;MCF  Msj Con Familiar;3951.33;2012;1
<=10;<=24;Febrero;570.58;0;0;3/02/2014;10;MCT  Msj Con Terceros;8181.44;2013;0
<=10;<24, 48];Febrero;48.4;67.54;0;3/02/2014;15;PDP  Promesa De Pago;18612.8;2013;0
<=10;<24, 48];Febrero;1253.27;0;0;26/02/2014;15;TAT  Tratamiento al Titu;15353;2013;1
<=10;<=24;Febrero;247.49;372.68;499.68;18/02/2014;12;MCF  Msj Con Familiar;1980.91;2013;1
<=10;<24, 48];Febrero;556.46;556.73;558.08;28/02/2014;9;PDP  Promesa De Pago;12694.9;2013;0
<=10;<24, 48];Febrero;529.16;936.71;936.71;11/02/2014;10;TELF. NO CORRESPONDE;4486.3;2012;0
<=10;<24, 48];Febrero;277.08;0;71.88;5/02/2014;9;TELF. NO CORRESPONDE;6156.21;2013;0
<=10;<24, 48];Febrero;283;0.1;283.09;6/02/2014;15;MCT  Msj Con Terceros;5294.54;2013;0
<=10;>48;Febrero;506.84;0;0;4/02/2014;12;TELF. NO CORRESPONDE;15236.4;2013;0
<=10;>48;Febrero;919.26;0;0;11/02/2014;16;MCT  Msj Con Terceros;9606.32;2012;1
<=10;<24, 48];Febrero;3262.77;0;0;3/02/2014;18;MCF  Msj Con Familiar;31197.1;2013;1
<=10;>48;Febrero;368.3;0;1127.48;11/02/2014;11;CIH  Generar Cita;3955.51;2013;0
<=10;<24, 48];Febrero;214.97;217.22;217.35;5/02/2014;7;MCT  Msj Con Terceros;4194.62;2013;0
<=10;>48;Febrero;2274.26;0;0;13/02/2014;7;MCF  Msj Con Familiar;20301.3;2013;1
<=10;<=24;Febrero;182.1;0;184.16;14/02/2014;10;MCF  Msj Con Familiar;2561.51;2013;0
<=10;<24, 48];Febrero;27.75;0;547.88;26/02/2014;10;MCT  Msj Con Terceros;7346.97;2012;0
<=10;<24, 48];Febrero;626.41;0;0;6/02/2014;18;MCT  Msj Con Terceros;4618.22;2013;1
<=10;<24, 48];Febrero;216.31;434.47;213.82;27/02/2014;15;MCF  Msj Con Familiar;4780.32;2013;0
<=10;<=24;Febrero;180.58;180.43;0;7/02/2014;15;MCE  Msj Con Empleada;1105.83;2013;0
<=10;>48;Febrero;1254.04;1709.8;0;10/02/2014;19;MCF  Msj Con Familiar;12065.9;2013;1
>10;>48;Febrero;472.18;466.65;470.07;10/02/2014;9;TELF. NO CORRESPONDE;11134.4;2012;0
>10;<24, 48];Febrero;178.73;11.91;356.21;10/02/2014;10;TELF. NO CORRESPONDE;7203.89;2012;0
<=10;<24, 48];Febrero;719.23;0;0;28/02/2014;12;MCT  Msj Con Terceros;4299.86;2012;1
<=10;<24, 48];Febrero;264.12;0.87;262.25;5/02/2014;16;MCT  Msj Con Terceros;4897.11;2012;0
>10;<24, 48];Febrero;132.57;300.7;282.23;13/02/2014;12;MCT  Msj Con Terceros;764.06;2011;0
<=10;>48;Febrero;95.85;0;154.91;3/02/2014;15;MCT  Msj Con Terceros;6187.65;2011;0
<=10;>48;Febrero;462.87;936.14;1412.38;27/02/2014;12;TELF. NO CORRESPONDE;11204.3;2013;0
<=10;>48;Febrero;566.81;1146.83;0;13/02/2014;11;CIH  Generar Cita;18131.2;2013;0
<=10;<24, 48];Febrero;24.89;0;0;11/02/2014;10;MCE  Msj Con Empleada;6525.09;2013;0
<=10;<=24;Febrero;1943.65;0;0;19/02/2014;19;MCT  Msj Con Terceros;6701.29;2013;1
>10;<24, 48];Febrero;170.28;0;170.15;21/02/2014;10;TELF. NO CORRESPONDE;1893.98;2012;0
<=10;<24, 48];Febrero;246.92;245.77;245.48;7/02/2014;10;MCF  Msj Con Familiar;5019.1;2013;0
<=10;<=24;Febrero;585.12;0;0;19/02/2014;16;MCT  Msj Con Terceros;3089.76;2013;1
<=10;<24, 48];Febrero;365.68;0;0;6/02/2014;19;TELF. NO CORRESPONDE;9051.27;2012;0
>10;<24, 48];Febrero;253.31;253.12;0;4/02/2014;19;MCF  Msj Con Familiar;2376.08;2011;0
<=10;<=24;Febrero;66.63;0;0;6/02/2014;12;MCT  Msj Con Terceros;4676.02;2013;0
<=10;<=24;Febrero;321.7;321.7;321.96;3/02/2014;19;MCC  Msj Con Comp De Trab;5350.06;2013;0
<=10;<24, 48];Febrero;141.64;295.27;450.55;6/02/2014;12;MCT  Msj Con Terceros;1845.32;2013;0
<=10;>48;Febrero;536.33;500.51;870.84;4/02/2014;13;MCF  Msj Con Familiar;15670.6;2013;0
<=10;<24, 48];Febrero;384.26;0;0;27/02/2014;12;MCF  Msj Con Familiar;2725.16;2013;1
<=10;<24, 48];Febrero;227.67;458.87;692.94;21/02/2014;12;MCT  Msj Con Terceros;2873.58;2012;0
>10;<24, 48];Febrero;88.78;26.63;0;4/02/2014;8;TELF. NO CORRESPONDE;1827.33;2011;0
<=10;<24, 48];Febrero;522.17;1061.84;541.79;17/02/2014;14;TELF. NO CORRESPONDE;14472.7;2013;0
<=10;<=24;Febrero;132.97;268.85;405.99;14/02/2014;8;MCT  Msj Con Terceros;1940.11;2013;0
<=10;>48;Febrero;237.33;0;587.19;28/02/2014;16;MCT  Msj Con Terceros;5329.83;2012;0
>10;<24, 48];Febrero;340.73;363.45;364.23;3/02/2014;14;PDP  Promesa De Pago;4578.39;2012;0
<=10;<24, 48];Febrero;461.98;932.41;1407.42;7/02/2014;9;MCF  Msj Con Familiar;10708.6;2012;0
<=10;<24, 48];Febrero;265.32;530.45;797.93;28/02/2014;7;MCF  Msj Con Familiar;5851.34;2013;0
<=10;>48;Febrero;210.67;0;0;12/02/2014;7;TELF. NO CORRESPONDE;14726.6;2013;0
<=10;<24, 48];Febrero;350.19;409.8;1185.3;19/02/2014;11;PDP  Promesa De Pago;21552.5;2013;0
<=10;<24, 48];Febrero;49.32;0;114.82;11/02/2014;8;MCT  Msj Con Terceros;5897.12;2013;0
<=10;<=24;Febrero;190.86;388.5;587.72;20/02/2014;12;TELF. NO CORRESPONDE;3093.5;2013;0
<=10;<24, 48];Febrero;457.63;64.52;76.12;28/02/2014;17;TELF. NO CORRESPONDE;9291.14;2012;0
<=10;<=24;Febrero;691.96;0;0;10/02/2014;7;MCF  Msj Con Familiar;1429.19;2013;0
<=10;<24, 48];Febrero;169.05;0;0;20/02/2014;9;PDP  Promesa De Pago;4743.23;2013;0
<=10;>48;Febrero;159.59;0;0;6/02/2014;9;PDP  Promesa De Pago;6355.72;2012;0
<=10;<=24;Febrero;470.74;478.44;484.68;5/02/2014;11;PDP  Promesa De Pago;944.26;2012;1
<=10;>48;Febrero;148;0;0;3/02/2014;15;MCO  Msj Con Conyuge;8040.9;2012;0
>10;>48;Febrero;418.4;0.74;416.88;18/02/2014;12;MCT  Msj Con Terceros;5333.37;2011;0
<=10;>48;Febrero;616.15;1233.7;0;27/02/2014;16;MCT  Msj Con Terceros;19209.6;2013;0
<=10;>48;Febrero;520.49;520.72;522.27;12/02/2014;14;MCT  Msj Con Terceros;13040.1;2013;0
<=10;<24, 48];Febrero;112.43;104.94;0;10/02/2014;11;PDP  Promesa De Pago;5054.72;2013;0
>10;>48;Febrero;347.35;0;342.66;3/02/2014;10;PDP  Promesa De Pago;5994.78;2011;0
>10;<24, 48];Febrero;510.19;510.18;510.32;3/02/2014;8;PDP  Promesa De Pago;10182.9;2012;0
<=10;<24, 48];Febrero;159.55;0;0;11/02/2014;13;MCF  Msj Con Familiar;6948.07;2013;0
<=10;>48;Febrero;438.83;436.71;437.37;11/02/2014;10;MCT  Msj Con Terceros;10390;2012;0
<=10;<24, 48];Febrero;99.41;269.71;67.06;17/02/2014;9;TAT  Tratamiento al Titu;5380.8;2013;0
<=10;<=24;Febrero;847.7;0;0;7/02/2014;16;MCT  Msj Con Terceros;848.6;2013;1
>10;>48;Febrero;1339.05;0;0;12/02/2014;14;MCT  Msj Con Terceros;7268.04;2012;1
<=10;>48;Febrero;1793.81;0;0;4/02/2014;17;MCF  Msj Con Familiar;11707.5;2011;1
>10;<24, 48];Febrero;341.86;0;474.05;4/02/2014;15;MCT  Msj Con Terceros;5550.66;2012;0
<=10;<=24;Febrero;617.97;622.67;0;14/02/2014;7;CIH  Generar Cita;617.3;2013;0
<=10;>48;Febrero;162.81;0;0;13/02/2014;14;MCT  Msj Con Terceros;11550.3;2013;0
>10;>48;Febrero;383.62;0;383.57;4/02/2014;9;MCF  Msj Con Familiar;5394.91;2011;0
<=10;<24, 48];Febrero;1186.56;0;0;17/02/2014;14;TELF. NO CORRESPONDE;12660.4;2013;1
<=10;<24, 48];Febrero;2161.69;0;0;19/02/2014;8;MCF  Msj Con Familiar;13508.1;2012;1
>10;<24, 48];Febrero;268.65;0;0;6/02/2014;15;PDP  Promesa De Pago;3890.04;2012;0
<=10;<24, 48];Febrero;301.23;203.24;299.11;28/02/2014;9;PDP  Promesa De Pago;8636.16;2013;0
<=10;>48;Febrero;1489.58;0;0;21/02/2014;10;MCT  Msj Con Terceros;12431.1;2013;1
<=10;<=24;Febrero;455.65;454.93;453.54;11/02/2014;7;MCT  Msj Con Terceros;2199.64;2013;0
<=10;>48;Febrero;1562.9;0;0;19/02/2014;17;MCT  Msj Con Terceros;15579.4;2013;1
<=10;<24, 48];Febrero;632.37;0;0;6/02/2014;13;MCT  Msj Con Terceros;4920.82;2013;1
<=10;<24, 48];Febrero;115.46;0;0;4/02/2014;13;TELF. NO CORRESPONDE;5902.43;2011;0
<=10;>48;Febrero;362.18;0;0;5/02/2014;7;PDP  Promesa De Pago;8639.27;2013;0
<=10;<24, 48];Febrero;728.34;933.01;0;20/02/2014;12;PAR  Promesa Parcial;5615.33;2012;1
<=10;<24, 48];Febrero;560.65;560.75;822.68;7/02/2014;11;MCO  Msj Con Conyuge;16809.7;2013;0
<=10;<24, 48];Febrero;998.39;998.39;0;26/02/2014;11;TELF. NO CORRESPONDE;6600.45;2013;1
<=10;>48;Febrero;560.17;448.92;555.23;4/02/2014;11;MCT  Msj Con Terceros;22244.6;2013;0
<=10;<24, 48];Febrero;189.01;0;0;10/02/2014;14;TELF. NO CORRESPONDE;6913.45;2013;0
>10;<24, 48];Febrero;213.7;0;645.43;13/02/2014;13;MCT  Msj Con Terceros;2081.69;2011;0
<=10;<24, 48];Febrero;368.79;208.83;118.99;26/02/2014;9;PAR  Promesa Parcial;4181.68;2012;1
>10;<24, 48];Febrero;230;0.29;229.87;3/02/2014;15;MCF  Msj Con Familiar;3418.11;2012;0
<=10;<=24;Febrero;360.16;312.18;361.39;7/02/2014;11;PDP  Promesa De Pago;2116.15;2013;0
<=10;<=24;Febrero;1193.07;1574.34;1574.34;7/02/2014;7;MCT  Msj Con Terceros;5536.67;2013;1
<=10;>48;Febrero;708.62;0;0;11/02/2014;19;CAN  Cliente Cancelo;17059.2;2013;0
>10;<=24;Febrero;22.22;9.99;245.14;7/02/2014;7;MCT  Msj Con Terceros;3251.98;2013;0
>10;<24, 48];Febrero;256.08;0;120.08;10/02/2014;9;MCC  Msj Con Comp De Trab;2937.24;2012;0
<=10;<=24;Febrero;268.91;473.58;474.36;13/02/2014;8;PDP  Promesa De Pago;7689.07;2013;0
<=10;>48;Febrero;40.11;51.59;42.25;5/02/2014;8;MCT  Msj Con Terceros;10269.7;2012;0
<=10;<=24;Febrero;68.24;0;0;3/02/2014;11;PDP  Promesa De Pago;1212.35;2012;0
>10;<24, 48];Febrero;121.76;128.86;0;19/02/2014;8;MCC  Msj Con Comp De Trab;1557.7;2012;0
<=10;<24, 48];Febrero;376.48;0;130.49;6/02/2014;13;MCT  Msj Con Terceros;2340.19;2011;1
<=10;>48;Febrero;154.43;0;361.28;12/02/2014;8;PDP  Promesa De Pago;9348.62;2013;0
