ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
7967-HYCDE;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);70.7;553.4;NA;Si;No
2430-RRYUW;Masculino;0;No;No;No;DSL;Si;Si;No;No;No;No;Un año;Si;Cheque fisico;54.8;3465.7;66;Si;No
3948-XHGNA;Masculino;0;No;No;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);49.55;1210.4;24;Si;Si
3723-BFBGR;Masculino;1;No;No;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);54.8;1291.3;24;Si;No
0565-IYCGT;Masculino;0;No;No;Si;DSL;Si;Si;Si;Si;No;Si;Un año;Si;TarjetaCredito (automatico);78.6;5356.45;69;Si;Si
5447-WZAFP;Femenino;0;No;No;No;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque fisico;100.3;5200.8;53;Si;No
5110-CHOPY;Femenino;0;No;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Dos años;No;Cheque electronico;53.6;3237.05;60;No;No
5445-UTODQ;Femenino;0;Si;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;81.1;NA;7;Si;Si
4425-OWHWB;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TarjetaCredito (automatico);19.35;433.75;20;Si;No
7892-QVYKW;Femenino;0;Si;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;85.6;1868.4;23;Si;No
9675-ICXCT;Masculino;0;Si;Si;No;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque electronico;80.8;5728.55;72;Si;No
1024-VRZHF;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.95;NA;11;Si;Si
4703-MQYKT;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.6;390.4;21;Si;No
9497-QCMMS;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;93.55;93.55;1;Si;Si
5692-ICXLW;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;90.7;2845.15;31;Si;No
0602-DDUML;Femenino;0;No;No;No;DSL;No;Si;Si;Si;Si;No;Dos años;No;Cheque fisico;NA;3894.4;57;Si;No
2208-MPXIO;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);20;886.4;45;NA;No
1960-UYCNN;Masculino;0;No;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;95.25;1021.55;10;Si;No
0348-SDKOL;Femenino;0;Si;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);NA;5885.4;58;Si;Si
3190-FZATL;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;NA;268.4;NA;Si;No
7336-RLLRH;Masculino;0;Si;No;Si;DSL;Si;No;No;Si;Si;Si;Un año;No;Cheque fisico;80.85;2204.35;27;Si;No
4373-MAVJG;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;TransfBanca (automatica);90.9;1259;14;Si;Si
8901-HJXTF;Femenino;0;Si;Si;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque fisico;29.2;309.1;12;No;Si
7710-JSYOA;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;No;Si;No;Si;Dos años;Si;TransfBanca (automatica);93.3;6398.05;69;Si;No
5419-KLXBN;Femenino;0;Si;Si;No;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;Si;TransfBanca (automatica);89.15;2257.75;25;Si;Si
3424-NMNBO;Masculino;1;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;108.85;6287.25;58;Si;Si
9885-MFVSU;Femenino;0;Si;Si;No servicio tel;DSL;Si;No;No;Si;Si;No;Dos años;Si;TarjetaCredito (automatico);46.35;1662.05;NA;No;No
4514-GFCFI;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.75;1350.15;16;Si;Si
0607-MVMGC;Masculino;0;Si;Si;Si;DSL;No;Si;Si;No;Si;Si;Un año;No;TarjetaCredito (automatico);78.75;3600.65;45;Si;No
3365-SAIGS;Femenino;0;No;No;No;Fibra Optica;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;83.55;1329.15;17;Si;No
9828-AOQLM;Femenino;0;Si;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;45.7;45.7;1;Si;Si
8022-BECSI;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.6;422.5;22;Si;No
8000-REIQB;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.95;69.95;NA;Si;Si
9993-LHIEB;Masculino;0;Si;Si;No;DSL;Si;No;Si;Si;No;Si;Dos años;No;Cheque fisico;67.85;4627.65;67;Si;No
0266-CLZKZ;Femenino;0;Si;Si;Si;Fibra Optica;No;No;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);105.65;6717.9;67;Si;No
7615-ESMYF;Femenino;0;Si;No;No servicio tel;DSL;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;44.6;97.1;NA;NA;Si
3858-VOBET;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.95;1710.45;23;Si;Si
7020-OZKXZ;Femenino;1;No;No;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;TarjetaCredito (automatico);75.5;637.4;9;Si;No
3977-QCRSL;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.15;117.95;5;Si;No
0017-DINOC;Masculino;0;No;No;No servicio tel;DSL;Si;No;No;Si;Si;No;Dos años;No;TarjetaCredito (automatico);NA;2460.55;54;No;No
1447-PJGGA;Femenino;0;No;No;No;Fibra Optica;No;No;Si;No;Si;Si;Dos años;Si;Cheque electronico;95.25;5464.65;57;Si;Si
8565-CLBZW;Masculino;0;No;No;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque fisico;NA;2165.05;24;Si;Si
9139-WQQDY;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Un año;No;Cheque fisico;100.45;4941.8;NA;Si;Si
0224-HJAPT;Masculino;0;No;No;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;47.15;223.15;5;Si;Si
8086-OVPWV;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;80.2;181.1;2;Si;Si
9430-FRQOC;Femenino;0;No;Si;Si;Fibra Optica;No;No;Si;Si;No;No;Mes a mes;Si;Cheque fisico;87.1;NA;NA;Si;Si
7639-OPLNG;Masculino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;No;Dos años;Si;TransfBanca (automatica);NA;5731.85;70;Si;No
3074-GQWYX;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);75.9;357.75;5;Si;Si
1492-QGCLU;Masculino;0;Si;Si;Si;DSL;Si;No;Si;Si;Si;Si;Mes a mes;No;Cheque electronico;85.7;4616.1;53;Si;No
6845-RGTYS;Femenino;0;Si;No;Si;Fibra Optica;Si;Si;Si;No;Si;No;Mes a mes;Si;Cheque electronico;98.75;4533.7;47;Si;Si
7328-OWMOM;Femenino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);20.1;589.25;31;Si;No
4418-LZMSV;Masculino;0;Si;Si;No;DSL;No;Si;Si;Si;No;No;Mes a mes;No;TransfBanca (automatica);61.8;NA;NA;NA;No
5155-AZQPB;Femenino;0;Si;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;49.9;1410.25;28;Si;No
8861-HGGKB;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;86.45;830.85;10;Si;Si
1087-GRUYI;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);20.4;743.5;38;Si;No
7065-YUNRY;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;45.3;45.3;1;Si;Si
7694-VLBWQ;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;No;Cheque electronico;104.1;7040.85;67;Si;Si
2546-KZAAT;Masculino;0;Si;No;No;DSL;Si;Si;No;No;Si;Si;Un año;Si;Cheque fisico;75.4;3865.45;52;Si;No
0181-RITDD;Masculino;0;Si;Si;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque fisico;108.15;6825.65;62;Si;No
5989-PGKJB;Femenino;0;No;No;No;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;86.25;NA;16;Si;No
4795-KTRTH;Femenino;1;Si;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;81;371.65;5;NA;Si
8272-ONJLV;Masculino;0;No;No;No;Fibra Optica;No;No;Si;No;Si;Si;Un año;No;Cheque electronico;95.7;NA;12;Si;No
1488-PBLJN;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);116.85;8477.7;NA;Si;No
0308-GIQJT;Masculino;1;No;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Un año;No;TransfBanca (automatica);105.75;7382.85;71;Si;No
3778-FOAQW;Femenino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.15;456.85;24;Si;No
4452-ROHMO;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.6;331.6;NA;Si;No
6481-OGDOO;Masculino;0;Si;No;No;Fibra Optica;Si;Si;No;No;No;Si;Un año;Si;TarjetaCredito (automatico);90.6;6056.15;67;Si;Si
3090-LETTY;Masculino;0;No;Si;Si;DSL;Si;Si;No;No;No;No;Mes a mes;No;TransfBanca (automatica);60.95;134.6;2;Si;No
5349-AZPEW;Femenino;0;Si;Si;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;25.05;125.5;5;No;No
3753-TSEMP;Femenino;0;Si;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;88.15;1390.6;15;Si;Si
8305-VHZBZ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.2;20.2;NA;Si;Si
9720-JJJOR;Masculino;0;Si;Si;No;DSL;Si;Si;Si;No;No;No;Un año;Si;TransfBanca (automatica);60.3;2511.3;41;Si;No
8100-HZZLJ;Femenino;0;No;Si;No;DSL;Si;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;63.95;NA;NA;Si;No
8775-ERLNB;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;74.3;74.3;1;Si;No
8309-IEYJD;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;70.6;70.6;1;Si;No
9172-JITSM;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;90.8;2361.8;26;Si;Si
6298-QDFNH;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;79.35;1730.35;22;Si;Si
7398-HPYZQ;Masculino;0;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);90.55;6404;71;Si;No
3546-GHEAE;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;NA;165.35;7;Si;No
7361-YPXFS;Femenino;1;No;No;Si;DSL;No;Si;Si;Si;No;No;Mes a mes;No;TransfBanca (automatica);64.45;1867.6;28;Si;No
6557-BZXLQ;Masculino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;69.65;1043.3;NA;NA;No
2550-QHZGP;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.5;128.6;NA;Si;No
7519-JTWQH;Femenino;0;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);NA;7455.45;69;Si;No
2538-OIMXF;Femenino;0;No;Si;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;24.7;24.7;1;NA;No
8543-MSDMF;Masculino;0;No;No;No;DSL;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;77.4;206.15;3;Si;No
9961-JBNMK;Masculino;1;No;No;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);96.8;2030.3;NA;NA;Si
1170-SASML;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;TransfBanca (automatica);85.4;NA;69;Si;No
4872-JCVCA;Femenino;0;Si;No;No servicio tel;DSL;Si;Si;Si;Si;No;No;Dos años;Si;TransfBanca (automatica);47.6;3377.8;71;No;No
5346-BZCHP;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.4;1346.2;69;Si;No
2038-LLMLM;Femenino;0;No;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;103.85;4946.05;48;Si;No
6173-ITPWD;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;TransfBanca (automatica);83.35;4065;47;Si;Si
9734-UYXQI;Femenino;0;No;No;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;49.4;106.55;2;Si;Si
1216-BGTSP;Masculino;0;No;No;Si;Fibra Optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);108.45;4964.7;45;Si;No
4138-NAXED;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;No;TransfBanca (automatica);81;4085.75;51;Si;No
2189-UXTKY;Femenino;0;Si;No;Si;DSL;Si;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;79.2;1742.75;22;Si;Si
0744-BIKKF;Masculino;0;No;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);86.65;6224.8;72;Si;No
7483-IQWIB;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;No;Mes a mes;Si;Cheque electronico;92.95;3415.25;37;NA;No
5248-KWLAR;Masculino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque electronico;90.35;6325.25;71;Si;No
4958-GZWIY;Masculino;0;Si;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;48.7;340.25;7;Si;Si
7996-MHXLW;Femenino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);25.15;1683.6;66;Si;No
7833-PKIHD;Masculino;0;Si;Si;No;DSL;Si;No;No;Si;Si;Si;Un año;Si;TransfBanca (automatica);76.4;3966.3;51;Si;No
7061-OVMIM;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);19.55;608.5;30;Si;No
5153-RTHKF;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;85.35;2896.6;34;Si;No
1852-QSWCD;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;24.8;1514.85;64;Si;No
4832-VRBMR;Masculino;1;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;TransfBanca (automatica);103.15;6792.45;65;Si;No
9079-LWTFD;Masculino;0;No;No;Si;Fibra Optica;Si;Si;No;Si;Si;No;Mes a mes;No;Cheque fisico;100.75;4669.2;47;Si;No
6356-ELRKD;Femenino;0;No;No;No;Fibra Optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.6;95.6;1;Si;Si
8624-GIOUT;Femenino;0;No;No;Si;DSL;Si;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);59.75;2934.3;49;Si;Si
3392-EHMNK;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;No;Si;Si;No;Dos años;No;TarjetaCredito (automatico);94.1;6302.8;67;Si;No
5986-WWXDV;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);19.35;779.2;39;Si;No
3061-BCKYI;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.9;283.75;14;Si;No
6179-GJPSO;Femenino;1;No;No;No;Fibra Optica;Si;Si;No;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);NA;4600.7;43;Si;Si
7901-TBKJX;Masculino;1;No;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;NA;5594;56;Si;No
7228-PAQPD;Femenino;0;No;No;No;DSL;No;No;No;Si;No;Si;Un año;No;TarjetaCredito (automatico);59.1;772.85;14;Si;No
3177-LASXD;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;71.35;71.35;1;Si;Si
7746-QYVCO;Masculino;0;Si;Si;No;DSL;Si;Si;No;No;No;No;Un año;Si;Cheque fisico;55.85;NA;16;Si;No
5804-HYIEZ;Masculino;0;Si;Si;Si;Fibra Optica;Si;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;NA;7554.05;NA;Si;No
9919-FZDED;Masculino;1;Si;No;Si;DSL;Si;Si;Si;No;Si;Si;Dos años;Si;TarjetaCredito (automatico);84.1;5981.65;72;Si;No
5934-TSSAU;Femenino;0;Si;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);75.3;1702.9;23;Si;No
3486-KHMLI;Masculino;0;No;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;NA;467.15;21;Si;No
4897-QSUYC;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.15;20.15;1;Si;Si
1084-UQCHV;Masculino;0;No;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);69.75;69.75;1;Si;Si
8290-YWKHZ;Femenino;1;Si;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;93.2;2931;32;NA;Si
2955-BJZHG;Masculino;0;Si;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;80.85;1400.85;17;Si;Si
3806-DXQOM;Femenino;0;No;No;No servicio tel;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;33.65;137.85;4;No;Si
6784-XYJAE;Femenino;0;No;No;Si;DSL;No;No;Si;No;No;No;Un año;No;Cheque electronico;55.8;1941.5;NA;Si;No
3933-DQPWX;Femenino;0;No;No;No servicio tel;DSL;No;Si;Si;Si;No;No;Dos años;No;TarjetaCredito (automatico);39.7;1932.75;50;No;No
6661-EIPZC;Femenino;0;Si;Si;No servicio tel;DSL;No;No;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);29.5;1423.05;NA;No;No
8957-THMOA;Femenino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);20.15;970.85;50;Si;No
2251-PYLPB;Masculino;0;Si;No;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;No;TarjetaCredito (automatico);79.55;5810.9;72;NA;No
5555-RNPGT;Masculino;0;No;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);24.8;NA;10;Si;No
1057-FOGLZ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.65;391.7;18;Si;No
9300-RENDD;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;NA;79.95;1;Si;Si
0761-AETCS;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;19.3;19.3;1;Si;Si
8087-LGYHQ;Masculino;0;No;No;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;94.05;811.65;9;Si;No
4137-BTIKL;Masculino;0;No;No;Si;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;No;Cheque fisico;90.75;174.75;2;NA;No
2190-BCXEC;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);78.85;3126.85;40;Si;No
6227-FBDXH;Masculino;0;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;No;TransfBanca (automatica);99.5;6841.45;69;Si;No
2153-MREFK;Femenino;0;Si;No;Si;Fibra Optica;Si;No;Si;Si;No;Si;Un año;Si;Cheque electronico;99.2;3754.6;37;NA;Si
2911-WDXMV;Masculino;0;No;Si;Si;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);NA;1406.65;18;Si;No
7206-PQBBZ;Masculino;1;Si;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.2;834.7;11;NA;No
3106-ULWFW;Femenino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);85.2;627.4;8;Si;Si
0925-VYDLG;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;75.25;242;3;NA;Si
4547-FZJWE;Masculino;0;Si;Si;No;DSL;Si;No;No;No;No;Si;Un año;No;TarjetaCredito (automatico);59.45;3157;55;Si;No
7422-WNBTY;Masculino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;93.35;3092;33;Si;No
0842-IWYCP;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);44.95;2168.9;46;Si;No
3521-HTQTV;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);26.1;980.35;34;Si;No
3744-ZBHON;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;20.2;65.95;NA;Si;No
3373-DIUUN;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;21.25;711.9;30;Si;No
8383-SGHJU;Femenino;0;No;No;Si;DSL;Si;No;No;Si;No;No;Un año;No;Cheque electronico;59.4;1952.8;33;Si;No
7607-QKKTJ;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Un año;Si;TarjetaCredito (automatico);95;4368.85;45;Si;No
7707-PYBBH;Masculino;0;No;No;No;DSL;Si;Si;No;Si;No;No;Mes a mes;Si;Cheque fisico;61.9;2647.1;NA;Si;No
8984-HPEMB;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;118.65;8477.6;71;Si;No
4349-GFQHK;Masculino;0;No;No;Si;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;54.35;54.35;1;Si;Si
4139-DETXS;Femenino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);64.45;4528;72;NA;No
9779-DPNEJ;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;80.15;NA;22;Si;No
9805-FILKB;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);20.2;845.6;46;Si;No
5793-YOLJN;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;21;1210.3;55;Si;No
0673-IGUQO;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.45;NA;1;Si;No
4123-FCVCB;Femenino;0;No;No;Si;DSL;No;No;No;Si;Si;Si;Un año;Si;Cheque fisico;75.85;854.45;12;Si;No
8819-IMISP;Masculino;0;No;No;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;80.45;2429.1;31;Si;No
7802-EFKNY;Masculino;0;Si;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;24.95;100.4;5;No;Si
8311-UEUAB;Femenino;0;Si;Si;Si;DSL;Si;No;No;No;Si;Si;Dos años;Si;Cheque electronico;NA;5229.45;67;NA;No
5858-EAFCZ;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;44.45;44.45;1;Si;No
8035-BUYVG;Masculino;0;Si;No;No servicio tel;DSL;Si;Si;Si;No;No;No;Un año;Si;Cheque electronico;42.35;1716.45;40;No;Si
1163-ONYEY;Masculino;0;Si;Si;Si;DSL;Si;Si;Si;No;Si;No;Mes a mes;Si;TarjetaCredito (automatico);74.55;3023.55;41;Si;No
