"","ID","Edad","Experiencia","Ingreso","Postal","Familia","credito","educacion","cuenta.de.ahorros","servicios.online","Mora"
"3066",3954,50,26,52,93555,4,0.1,3,0,0,0
"3067",4101,27,2,41,90254,2,1.7,2,0,1,0
"3068",4795,56,30,29,94110,4,1.5,3,0,0,0
"3070",1978,41,15,54,94303,3,0.5,3,0,1,1
"3071",2041,41,16,91,94720,3,0.5,3,0,0,0
"3072",1285,65,40,128,90740,1,2.5,1,1,1,0
"3073",4021,58,32,191,93943,4,5.2,3,1,0,1
"3074",3448,54,29,25,90747,4,0.1,3,0,0,0
"3075",464,48,22,149,94928,2,5.5,2,0,1,0
"3077",845,47,23,71,95762,1,0.8,3,0,1,0
"3078",3351,28,3,95,90245,2,1.8,2,0,0,0
"3079",1435,65,41,55,93106,2,1.1,1,0,0,0
"3080",2327,45,19,73,94086,4,2.9,1,0,0,0
"3081",859,45,19,19,94720,3,0.5,2,0,1,0
"3082",4210,35,9,21,91125,2,1.4,3,0,1,0
"3083",4957,39,13,59,94109,4,0.2,3,0,0,1
"3084",2715,46,20,158,92870,3,5.4,1,0,0,1
"3085",1721,52,28,8,95060,1,0.3,1,0,1,0
"3087",4763,37,7,94,91016,4,1.8,3,0,1,0
"3088",2269,27,3,105,94304,1,3,2,0,0,0
"3089",924,55,30,28,95123,1,1.5,2,0,0,0
"3091",3096,49,25,43,94109,1,1.6,2,0,1,1
"3092",625,33,6,54,92821,2,1.67,2,0,1,0
"3093",3022,54,28,159,90245,2,0.5,1,0,1,0
"3094",856,59,33,113,92152,2,2,1,0,1,0
"3095",3217,34,8,14,95014,4,0.3,1,1,0,0
"3096",2878,58,32,74,95817,2,2.3,3,1,0,1
"3097",4908,34,9,101,94080,3,0.6,2,0,0,0
"3098",121,54,29,12,90057,2,0.2,3,0,1,0
"3099",2091,50,25,79,95023,1,2.9,1,0,0,1
"3100",4546,61,35,35,90025,2,0.2,3,0,1,0
"3101",1598,66,41,11,92325,3,0.1,3,0,0,1
"3103",935,58,33,81,91320,2,0,3,1,1,0
"3104",4759,46,21,40,90045,1,0.3,1,1,0,0
"3107",227,24,-1,39,94085,2,1.7,2,0,0,0
"3108",1923,39,15,25,93023,1,1.4,3,0,0,0
"3110",241,51,26,70,90089,1,1.2,1,0,0,0
"3111",4742,58,32,55,93106,4,2.5,1,0,1,0
"3112",2843,36,11,90,94709,1,2.8,1,0,1,0
"3113",3253,62,38,78,92521,2,0,3,0,1,0
"3114",4342,28,3,53,94305,2,1.6,3,0,0,0
"3115",2056,49,23,25,90274,1,1.4,3,0,1,0
"3116",1559,35,10,72,91320,3,2.3,1,1,0,0
"3117",407,45,19,125,92354,1,2.4,1,0,0,0
"3118",3517,45,21,38,93943,3,0.6,2,0,1,0
"3119",4873,27,3,69,94305,3,0.7,2,0,1,1
"3120",2425,38,12,89,94583,4,1.4,2,1,0,0
"3123",3602,37,13,75,94305,3,2.6,2,0,0,0
"3124",563,28,3,85,94035,1,0.8,2,0,1,1
"3126",2757,27,0,40,91301,4,1,3,0,1,0
"3128",2252,31,5,54,92173,4,2.2,2,0,0,0
"3129",526,64,38,79,94024,2,2.8,1,0,0,0
"3130",4137,43,19,83,92691,4,2,3,0,1,0
"3131",1750,46,22,52,95814,2,2.1,3,0,0,0
"3132",2695,45,19,85,94720,3,2.1,1,0,1,1
"3133",2143,55,31,62,93943,4,1.5,1,1,1,0
"3137",1455,51,25,148,90024,1,1,1,0,0,0
"3138",179,53,29,24,95818,4,0.2,1,0,1,1
"3139",2610,42,18,120,93407,2,7.5,1,0,0,0
"3140",1268,50,23,23,94720,2,1,2,0,0,0
"3142",1009,50,24,152,92220,1,7.3,1,0,1,0
"3143",931,28,4,43,92103,3,0.1,2,0,1,0
"3144",2512,51,27,92,92121,4,3,1,0,1,1
"3146",2671,59,33,142,94080,2,2.7,1,0,0,0
"3147",3182,39,15,109,95827,1,1.7,1,0,1,0
"3148",483,56,32,173,94022,1,4.6,2,0,1,0
"3149",3170,52,28,55,94608,1,1.6,2,0,0,0
"3150",3697,31,5,78,94309,2,0.2,1,1,0,1
"3151",1099,46,20,114,90720,1,0,1,0,1,1
"3152",313,36,6,21,91741,1,0.67,3,0,1,0
"3153",2538,53,27,75,94303,1,1.9,2,0,1,0
"3155",1565,64,40,63,94706,4,1.2,2,0,1,0
"3157",1181,42,17,90,90504,1,0.1,2,0,0,1
"3159",868,61,35,61,94708,1,1.6,1,0,0,0
"3160",3969,28,3,78,93108,4,0.2,1,1,1,1
"3161",3972,35,11,24,95616,1,0.5,3,0,1,1
"3162",4502,59,33,38,94132,3,2.2,3,0,1,1
"3164",3641,64,34,53,95821,4,1.67,3,0,0,1
"3165",295,35,9,55,94536,1,2,1,0,1,0
"3166",1383,34,8,82,91775,2,1.8,1,0,1,1
"3168",1714,44,20,15,90405,1,1,1,0,1,0
"3170",1678,34,10,42,92173,1,1.5,2,0,0,0
"3171",27,40,16,83,95064,4,0.2,3,0,0,0
"3172",4222,48,22,83,90028,2,0.4,3,0,1,0
"3173",3085,26,0,129,90028,3,0.7,2,0,0,0
"3175",534,27,2,101,92807,1,1.9,1,0,0,0
"3176",3272,52,27,93,90291,4,4.1,2,0,0,1
"3177",3733,26,1,18,92521,2,0.9,3,0,0,0
"3178",155,54,29,58,92612,4,1.3,3,0,0,0
"3179",3167,29,4,80,90028,1,0.8,2,0,1,1
"3180",3791,46,22,71,92029,2,1.7,1,1,1,1
"3181",2317,54,30,112,94920,2,6.8,1,0,1,0
"3182",1821,47,22,25,90404,1,0.1,1,0,1,0
"3183",412,60,36,54,92182,4,2.3,3,0,0,0
"3184",3760,31,4,29,92093,4,1.5,2,0,1,1
"3185",898,62,37,21,92691,4,0.4,2,0,1,1
"3186",3888,24,-2,118,92634,2,7.2,1,0,1,0
"3187",1216,45,20,38,94550,4,1.9,3,0,1,1
"3188",4788,48,22,42,95054,3,0.6,2,0,1,0
"3189",643,50,24,103,94132,1,0.3,1,0,1,0
"3190",4169,60,34,139,95020,4,0.4,1,0,1,0
"3191",1809,55,31,50,93010,4,1.5,1,0,1,0
"3193",1760,31,6,44,94720,4,0.8,1,0,0,0
"3195",378,30,5,40,94402,4,2,2,0,1,0
"3196",3224,43,18,29,95126,1,0.5,3,0,1,0
"3197",2248,60,34,60,95616,1,2.5,3,0,0,0
"3198",524,56,31,39,93023,4,0.9,1,0,0,0
"3201",4417,49,25,8,94720,1,0.3,1,0,0,0
"3202",2371,33,7,51,94040,4,2.1,3,0,0,1
"3203",1921,54,28,31,92130,2,0.4,3,0,0,0
"3204",3503,32,8,58,95616,3,2,1,0,1,0
"3207",1433,26,2,195,90245,1,6.33,1,0,0,0
"3208",1530,38,14,58,91709,4,2,3,0,0,0
"3211",4594,54,30,133,95747,1,5,2,0,0,1
"3213",1037,53,28,55,94720,4,0.9,1,0,1,1
"3215",2518,57,31,120,95616,2,2,1,0,0,1
"3216",1316,49,25,53,95134,2,1,3,0,0,0
"3218",721,58,32,38,94025,1,2.2,3,0,0,0
"3219",622,41,17,114,91125,2,1.8,2,0,1,0
"3220",1312,37,11,35,90044,2,0.8,3,0,0,0
"3222",4701,31,7,170,95006,1,6,1,0,1,0
"3223",4768,35,9,45,90639,3,0.9,1,0,0,0
"3224",3873,53,29,63,94720,2,1,3,0,1,0
"3225",2191,27,3,110,96150,2,0.2,1,0,0,1
"3226",1567,61,35,40,95064,1,0.8,2,1,1,0
"3227",2275,40,15,21,90034,2,0,3,0,1,0
"3228",1672,34,9,20,92648,4,1.1,3,0,1,0
"3229",1603,40,14,74,90245,4,1.4,2,0,1,0
"3230",3152,43,19,20,94110,3,0.5,1,0,0,0
"3231",3860,50,24,62,90245,1,1.4,3,0,0,0
"3232",3808,36,11,164,95051,2,7.8,1,0,1,1
"3234",4165,35,10,23,90058,4,1.1,3,0,0,1
"3235",4717,60,34,83,95616,2,1.4,1,0,1,0
"3236",4984,51,26,72,95370,1,2.9,1,0,0,0
"3237",1336,50,24,180,94539,1,1.7,1,0,1,1
"3238",4751,66,41,38,95134,1,1.1,3,0,0,1
"3239",251,30,6,29,94305,3,1,2,0,0,0
"3240",1095,50,24,44,94086,4,1.8,1,0,1,1
"3241",3475,49,24,42,92121,2,0.7,2,1,1,0
"3243",4354,61,36,25,94015,2,0.5,2,0,1,1
"3245",2284,54,28,79,92677,4,2.6,3,0,0,0
"3248",4536,42,18,39,96091,3,2.1,3,0,0,0
"3250",4209,56,32,58,95064,1,1.8,3,0,1,0
"3252",1154,55,30,55,92821,4,0.9,1,0,1,1
"3254",2786,34,9,31,92521,4,1.1,3,0,1,1
"3257",3535,34,10,61,95006,3,2,1,0,0,1
"3258",3450,57,32,135,90095,3,4.8,2,0,1,0
"3259",1713,44,20,20,92780,1,1.4,3,0,0,0
"3260",1258,63,37,41,93014,1,0.5,3,0,0,1
"3262",2062,63,38,159,93950,4,4.9,2,0,0,0
"3263",1609,36,10,35,94608,2,0.3,1,0,1,0
"3264",4199,61,36,50,96003,4,1.7,1,0,1,0
"3266",4453,59,35,53,90035,4,2.3,3,1,1,0
"3268",2214,61,37,45,94610,1,0.8,1,0,0,0
"3269",3286,38,13,65,91706,3,0.7,2,0,1,0
"3270",2471,33,7,81,92122,2,4.5,3,0,1,1
"3272",2523,63,37,145,94025,2,6.9,1,0,1,0
"3273",2176,37,12,160,94305,2,3.3,1,0,0,0
"3274",3049,63,39,49,90275,1,0.8,1,0,1,0
"3275",1028,32,7,108,94550,1,4.6,1,1,0,0
"3276",3357,49,23,115,95051,3,4.6,3,0,0,0
"3277",2324,31,7,113,94542,2,2,2,0,0,0
"3278",3682,33,9,139,95054,1,4.3,1,0,0,0
"3279",2381,40,16,50,92606,2,0.6,3,0,0,0
"3281",2698,57,32,44,93407,3,0.5,2,0,1,0
"3282",4484,54,28,155,90095,1,1,1,0,1,1
"3283",2800,64,39,85,94720,4,3.4,2,0,1,0
"3286",3836,33,9,131,90065,3,2.2,3,0,0,0
"3288",4454,37,11,11,94112,3,0.1,2,0,0,0
"3289",1548,47,21,52,94720,1,1.2,2,0,0,0
"3290",466,66,42,35,94305,1,1.9,2,0,1,0
"3291",3066,39,15,121,92354,1,3.5,1,0,1,0
"3292",149,52,28,163,91423,2,0.4,1,0,1,0
"3293",1508,43,18,50,91006,4,1.9,3,0,0,0
"3295",994,41,15,185,91775,1,3.6,2,0,0,0
"3297",4639,37,13,89,91711,2,1.7,2,0,1,0
"3298",3426,23,-1,12,91605,4,1,1,0,1,0
"3299",1948,52,28,62,94111,1,1.8,3,0,1,0
"3301",1968,43,18,89,94303,3,0.5,3,0,0,1
"3302",485,25,1,113,95023,2,0.2,1,0,1,1
"3305",128,34,8,82,92646,1,2.7,2,0,1,0
"3306",4697,59,35,70,92103,4,2.3,3,0,0,0
"3307",967,57,32,44,91605,2,1.6,3,0,0,0
"3308",1557,31,1,60,94143,4,4,3,0,0,0
"3309",3889,45,18,81,95133,3,2.67,2,0,1,1
"3310",4360,38,12,58,95054,2,2.8,1,0,1,0
"3311",765,37,13,89,95051,2,1.7,2,0,0,1
"3312",2916,34,9,133,92110,1,3.8,1,0,1,0
"3313",3048,57,33,149,95060,1,4.7,1,0,0,0
"3314",3520,31,5,84,94720,4,1.8,2,0,1,0
"3315",892,32,6,120,94102,4,5.4,1,0,1,1
"3316",61,49,24,39,90404,3,1.7,2,0,1,0
"3318",1575,62,37,42,92106,3,1.5,1,1,1,0
"3319",1979,37,11,32,94612,2,1.4,3,1,1,0
"3320",810,54,29,111,94304,1,0.1,3,0,0,1
"3321",846,44,17,29,94706,3,1,2,0,1,1
"3322",4830,31,7,11,94304,1,0.5,3,0,1,1
"3323",1826,56,32,161,94720,1,5.8,3,0,0,0
"3324",3325,57,31,41,91401,1,1.4,1,0,1,0
"3325",3276,32,8,65,95134,1,1.2,1,0,1,0
"3326",1114,28,2,70,90630,3,0.3,3,0,0,1
"3328",3405,39,14,21,94303,1,0.6,3,0,0,0
"3331",2962,60,36,50,95741,1,1.8,3,0,1,0
"3334",1765,45,21,44,94596,3,0.6,2,0,1,0
"3335",1147,31,7,71,90034,1,0.1,1,0,0,0
"3336",2314,58,32,54,94035,3,0.3,2,0,1,1
"3337",1299,38,14,74,90274,1,3.6,2,0,1,1
"3341",2858,34,8,184,93106,3,7.5,1,0,0,0
"3342",4709,62,37,10,92606,3,0.5,1,0,1,0
"3343",3822,35,9,188,92220,2,3.7,2,0,1,0
"3344",3698,39,13,59,95616,3,0.5,3,0,0,0
"3345",3553,51,27,22,93106,4,0.5,2,0,1,1
"3346",2152,41,16,19,91730,2,0.3,2,0,0,0
"3347",4528,41,16,18,90024,1,0.6,3,0,0,1
"3348",754,49,23,49,94720,1,1.2,2,1,1,1
"3349",2170,52,27,30,94305,2,0.7,2,0,1,1
"3350",2672,62,37,128,92093,1,2.5,1,1,0,0
"3351",4145,47,23,138,91367,2,3.3,1,0,1,1
"3352",1638,30,6,193,94022,3,6.3,3,0,1,0
"3355",620,57,27,73,93106,1,3,3,1,0,0
"3357",2765,31,5,84,91320,1,2.9,3,0,0,1
"3358",783,54,30,194,92056,3,6,3,0,1,1
"3359",2924,51,27,12,91007,2,0.2,1,0,0,0
"3360",2781,39,13,69,90630,3,0.9,2,0,0,0
"3361",2876,58,33,18,94402,3,0.1,2,0,1,1
"3362",3142,57,31,131,90405,3,0.6,1,0,1,0
"3363",1439,63,37,90,94105,4,1.9,2,0,1,0
"3365",1271,43,18,60,91311,2,2.2,3,0,0,1
"3366",38,51,25,71,95814,1,1.4,3,0,0,0
"3368",2837,25,1,74,94085,4,2.6,1,0,0,0
"3369",2560,36,12,88,90212,2,2.7,1,0,1,0
"3370",3336,35,10,118,92069,2,7.8,1,0,0,0
"3371",2419,41,17,28,95616,1,0.7,1,0,0,1
"3372",2966,53,27,31,91605,2,0.4,3,0,0,1
"3373",1086,51,26,11,92612,2,0,1,0,0,0
"3374",3989,59,35,85,91330,1,3.4,3,0,0,1
"3375",2028,38,12,179,94596,2,0,1,0,0,0
"3377",178,29,3,65,94132,4,1.8,2,0,0,0
"3379",2608,57,33,49,94305,4,1.5,1,0,1,1
"3380",3881,48,24,25,90024,4,0.5,2,0,0,0
"3381",666,54,24,61,92866,4,2,3,0,1,0
"3382",1790,44,20,171,91330,4,0.7,1,1,1,1
"3383",418,53,29,83,90073,4,1,2,0,1,0
"3384",3487,25,1,20,92806,4,1,1,0,0,1
"3385",4923,31,5,28,90717,1,0.3,1,0,1,1
"3386",1865,61,36,61,92103,2,2.8,1,0,0,0
"3387",2668,63,39,58,94112,1,0,2,0,1,0
"3388",2080,26,2,40,94132,1,1,3,0,1,0
"3389",907,29,3,154,94720,2,2,1,1,0,0
"3390",1445,60,33,154,90740,1,3,2,1,1,0
"3391",553,28,3,52,90024,4,2.2,1,1,1,0
"3392",1262,63,39,84,94901,1,1.8,3,0,0,0
"3393",3008,63,37,11,91711,1,0.8,2,0,0,1
"3396",2626,61,36,108,93943,4,3.4,2,0,1,0
"3397",152,26,0,132,92834,3,6.5,3,0,0,1
"3398",2656,50,26,42,91784,2,1,3,0,1,0
"3400",2813,53,28,183,96008,3,8.2,3,0,1,1
"3401",3652,49,23,140,90504,1,1.9,3,0,0,1
"3402",2360,36,12,123,95060,2,5.6,2,0,1,1
"3403",796,57,32,15,92806,2,0.2,3,0,0,1
"3404",3041,28,2,33,95814,3,1,1,0,1,0
"3405",3859,42,18,158,92124,2,0.4,2,0,0,1
"3406",3097,43,18,179,94108,3,1.2,1,0,1,0
"3407",3768,40,16,83,95819,4,2.67,1,0,1,1
"3408",3964,58,32,38,93106,3,2.2,3,0,1,0
"3410",3876,26,2,119,95351,2,0.6,1,0,1,1
"3411",2433,54,30,45,92182,4,0.9,2,0,0,1
"3412",4770,26,2,20,95064,4,1,1,0,0,0
"3413",2985,54,28,94,92709,2,1.1,1,0,0,0
"3415",1300,50,25,14,95762,2,0.7,3,0,1,0
"3416",876,61,36,21,95616,4,0.4,2,0,0,0
"3417",296,60,34,64,94304,2,1.7,3,0,0,1
"3418",2526,32,8,60,95816,1,1.2,1,0,1,1
"3419",3939,49,24,13,95929,2,0,1,0,1,0
"3420",1008,44,19,99,95064,3,3.5,3,0,0,0
"3421",1287,29,3,50,94010,3,1.1,2,0,0,1
"3423",1902,43,19,201,94305,2,6.67,1,1,1,0
"3425",3636,58,33,24,95616,2,0.5,2,0,1,0
"3426",635,57,31,32,90034,3,1.4,1,0,1,1
"3427",3788,37,12,28,95616,4,1.7,1,0,1,0
"3428",4840,34,8,52,95060,4,0.2,1,1,1,0
"3430",2739,35,9,103,95120,2,4.5,3,0,1,0
"3431",332,32,6,28,94115,3,1,1,0,0,0
"3433",533,62,37,39,94305,2,2.8,1,0,1,1
"3434",1536,61,37,39,92096,4,0.4,1,0,1,1
"3435",3875,36,12,92,94709,2,0,1,0,0,0
"3436",2788,60,34,152,92807,2,6.9,1,0,0,0
"3437",3368,51,27,53,92122,1,1.6,2,0,1,0
"3438",4293,63,37,191,94131,2,4.3,3,1,0,0
"3439",2622,45,18,42,95126,3,2.5,2,0,0,0
"3440",4926,64,39,82,94025,4,3.4,2,0,1,0
"3441",2869,52,26,31,94923,4,1.8,1,0,1,1
"3442",733,26,1,85,90064,1,1.9,1,0,1,0
"3443",594,33,7,48,90025,4,2.2,2,0,1,0
"3444",3666,43,19,70,91711,3,2.33,1,0,0,0
"3445",4391,52,26,62,95134,4,2.8,2,1,1,0
"3447",2726,63,38,138,92675,1,2.5,1,0,1,0
"3449",828,63,37,45,94542,2,1,3,0,1,1
"3450",4049,27,2,48,90049,2,1.6,3,0,1,0
"3451",1275,62,37,61,93117,4,1.7,1,0,0,0
"3452",2008,48,21,78,94010,3,2,2,0,1,1
"3453",4952,53,27,65,92124,1,2.2,3,0,1,1
"3454",992,40,14,28,94025,4,1.5,3,0,0,1
"3455",872,54,28,48,96091,4,2.8,2,0,1,0
"3457",3769,42,16,62,94309,1,0.7,3,0,1,1
"3460",493,60,36,38,94596,4,1.3,1,0,1,0
"3461",2573,62,32,33,93907,1,1.5,3,0,1,1
"3463",3442,64,40,18,94309,2,0.3,3,0,1,1
"3464",4428,31,7,18,91711,1,0.4,3,0,0,0
"3466",1719,40,16,19,92028,4,0.4,2,0,1,1
"3467",3246,47,22,81,90009,4,3.6,3,0,1,1
"3468",4569,26,0,44,94305,4,1.3,3,0,0,0
"3469",2483,28,4,129,92115,1,1.5,1,0,0,1
"3470",2328,51,25,70,90095,1,0.8,3,0,1,0
"3471",4180,29,3,91,94122,1,3.4,3,0,0,0
"3472",3995,42,18,88,92675,4,0.8,1,0,1,1
"3473",4139,47,22,114,95819,1,0.6,1,0,1,1
"3474",2484,44,18,68,93943,4,2.9,1,0,0,0
"3475",2258,47,23,130,91763,2,1.4,1,0,0,0
"3476",4922,37,11,42,95814,3,0.5,3,0,1,1
"3477",1752,55,31,25,94720,2,0.2,1,0,0,0
"3478",2389,64,39,23,91768,3,0.5,1,0,0,0
"3480",3480,31,6,64,94720,2,2.5,1,0,1,0
"3482",2390,27,1,41,90033,1,1.9,3,0,0,1
"3484",74,41,16,85,94606,1,4,3,0,1,1
"3486",3454,29,3,31,94709,4,0.3,2,0,1,0
"3488",3151,47,22,124,90027,4,5,3,0,0,0
"3489",3383,62,36,103,92182,2,2.8,1,0,1,0
"3490",3458,55,31,91,94110,2,2.8,1,0,1,0
"3491",1898,54,29,98,93065,1,0.1,3,0,0,0
"3492",2118,31,7,15,91380,3,0.9,3,0,1,0
"3493",4426,26,0,164,95973,2,4,3,0,1,0
"3494",3374,28,2,182,92660,3,7.2,2,0,1,1
"3495",1616,62,36,63,93109,1,2.5,3,0,0,0
"3496",4966,29,5,33,94709,1,1.8,2,0,1,0
"3497",4118,39,14,18,92037,4,0.2,3,1,0,0
"3498",2461,31,5,32,92123,2,0.3,2,0,1,0
"3500",151,46,22,118,94107,2,7.5,1,0,1,1
"3502",2531,56,30,31,90024,4,1.5,3,0,1,0
"3503",3573,30,6,30,90245,1,0.4,3,0,1,1
"3506",4100,61,35,60,92831,1,2.8,2,0,1,1
"3507",3807,34,8,41,92096,4,0.8,1,0,0,0
"3509",3983,24,0,119,94566,1,1.5,1,0,1,0
"3510",1654,26,1,24,96651,2,0.9,3,0,0,1
"3511",3761,56,26,70,91107,3,1.4,3,0,1,1
"3512",4147,53,28,85,95814,1,1.3,3,0,1,0
"3513",1429,25,-1,21,94583,4,0.4,1,0,1,0
"3514",2272,60,34,101,94928,3,4.4,1,0,1,1
"3517",1251,47,20,81,94301,1,2.67,2,0,1,0
"3519",1635,59,34,18,95814,3,1.3,2,0,1,1
"3521",3422,49,23,125,90245,1,2.4,1,0,0,1
"3523",3004,52,28,44,90747,3,1.9,2,0,0,1
"3524",2774,63,37,185,94309,2,7.9,2,1,1,0
"3525",1223,61,37,20,90011,3,0.4,2,0,0,0
"3526",3649,43,13,38,95616,3,2,3,0,1,0
"3527",3455,47,21,132,92120,1,0.3,1,0,1,0
"3528",2392,39,12,138,92697,1,4.67,2,0,1,0
"3530",4057,51,25,113,91320,2,6.3,1,0,0,0
"3531",3934,39,14,40,91302,1,2.5,3,0,1,0
"3532",336,56,32,122,95827,2,0.3,1,0,1,1
"3533",3164,51,27,52,94132,2,1,3,0,0,0
"3534",3617,41,15,69,92507,1,1.5,3,1,1,0
"3536",1636,49,24,70,91330,1,2.9,1,0,0,0
"3537",1855,52,25,41,95403,3,1,2,0,1,0
"3538",4498,45,21,85,95136,2,3.2,1,0,1,0
"3539",1182,25,0,65,90095,4,0.2,1,0,0,0
"3540",4069,59,34,21,95035,2,0.5,2,0,1,0
"3541",1840,28,2,43,95616,4,1.3,3,0,1,1
"3542",1876,27,3,112,90066,3,2.5,1,0,1,0
"3544",3438,57,31,39,94304,4,0.7,2,0,1,0
"3545",4254,54,28,61,90601,3,3,2,0,1,1
"3547",3537,50,24,112,94005,1,0.3,1,0,0,0
"3548",1495,59,35,60,90089,1,0,2,0,1,1
"3550",4893,43,19,35,94112,1,0.3,3,0,1,0
"3551",235,26,1,80,95616,1,0.8,2,0,0,0
"3552",3575,56,30,64,95123,3,0.3,2,0,0,1
"3554",778,55,31,12,95060,2,0.2,1,0,1,1
"3555",2732,29,5,28,96651,1,0.2,3,0,1,0
"3556",111,41,14,9,91330,3,1,2,0,0,0
"3557",3614,35,11,148,92672,1,5.8,3,0,1,0
"3558",1380,62,37,162,95051,1,1.3,1,0,1,0
"3559",3849,57,32,84,93106,4,1.3,3,0,0,1
"3560",1408,63,39,101,94306,2,3.9,3,0,1,0
"3561",2744,32,8,22,94583,4,0.7,2,1,1,1
"3562",4201,43,19,74,94035,4,1.9,1,0,0,1
"3563",3676,60,34,110,92126,2,2,1,0,1,0
"3564",1389,52,28,25,90212,4,1,1,0,0,0
"3565",2089,39,9,29,94701,3,2,3,0,0,0
"3566",51,32,8,8,92093,4,0.7,2,0,1,0
"3567",1041,36,6,78,91107,4,1.8,3,0,0,0
"3568",3593,33,3,20,94704,1,0.67,3,0,0,0
"3569",4948,39,13,41,95064,2,0.3,1,0,1,1
"3570",3219,40,16,154,94122,2,6.1,1,0,1,0
"3571",3104,52,22,55,92129,3,1.4,3,0,1,0
"3572",3212,35,9,83,90277,2,4.5,3,0,1,0
"3573",1875,37,11,82,95819,3,0.9,2,0,1,1
"3574",1261,57,31,40,91107,3,1.4,3,0,1,1
"3575",4297,35,9,84,94709,4,2.2,2,0,1,0
"3576",386,35,9,40,93943,3,0.9,1,0,1,0
"3578",1838,43,18,103,90089,3,1,1,0,1,1
"3579",1109,55,29,61,95051,4,2.8,2,0,1,1
"3580",4934,47,23,94,92029,1,4.7,1,0,1,1
"3582",2620,33,8,62,92093,3,2.3,1,0,0,1
"3583",3970,38,11,75,94305,3,2.33,2,0,1,0
"3584",1524,41,16,104,92037,1,1,3,0,1,0
"3586",1425,29,3,92,94539,2,1.3,1,0,1,0
"3587",236,38,8,71,94720,4,1.8,3,0,1,0
"3588",2729,39,13,58,94555,3,2.1,1,0,1,0
"3589",2957,62,38,195,91125,4,5.2,3,0,1,1
"3590",2770,33,9,183,91320,2,8.8,3,0,1,0
"3591",1904,56,26,50,90095,3,1.4,3,0,0,0
"3592",1233,43,19,84,92646,4,0.2,3,0,1,0
"3595",2410,55,31,73,95207,3,2.67,1,0,1,0
"3597",4070,56,32,31,94596,4,1.3,1,0,0,0
"3598",4927,37,13,83,92220,2,1.7,2,1,0,1
"3600",3262,64,40,131,91103,1,3.8,1,0,0,0
"3603",2162,52,28,38,94131,4,0.9,2,0,1,1
"3604",3801,64,38,35,93955,1,0.5,3,0,1,0
"3605",29,56,30,48,94539,1,2.2,3,0,1,1
"3606",3982,64,39,22,92691,3,0.5,1,0,1,1
"3607",13,48,23,114,93106,2,3.8,3,0,0,0
"3608",4810,43,19,32,94501,3,0.6,2,0,0,0
"3611",4864,61,35,25,91768,1,0.8,2,0,1,0
"3612",4348,58,33,22,90024,3,0.2,1,1,1,0
"3613",2907,35,8,55,92870,2,1.67,2,0,1,0
"3614",2343,62,37,92,94608,3,0.5,1,0,1,0
"3616",550,61,36,35,94110,3,1.3,2,0,0,1
"3617",2784,53,26,25,92123,2,1,2,0,1,1
"3621",2904,58,34,41,95833,3,1.5,1,0,1,1
"3622",2600,44,20,71,91006,4,2,3,0,0,1
"3623",2764,55,31,13,93943,4,0.7,1,0,1,0
"3624",1442,58,33,43,94720,2,1.6,3,0,1,0
"3625",4140,29,3,81,95827,1,2.9,3,0,0,0
"3626",1247,48,22,59,91775,1,1.4,3,0,1,0
"3627",2195,34,9,123,94553,1,1.6,2,0,1,0
"3630",3960,43,19,123,91107,3,1.3,1,0,1,0
"3631",4412,23,-2,75,90291,2,1.8,2,0,1,1
"3632",3155,27,1,99,94305,1,3,3,0,0,1
"3633",3390,27,3,88,92182,3,0.8,1,0,0,0
"3634",1798,35,10,143,91365,1,8.6,1,0,1,1
"3635",4418,54,28,92,92374,2,1.1,1,1,1,0
"3636",2991,49,25,163,94608,2,0.4,1,0,0,0
"3637",4771,35,5,93,90095,4,1.8,3,0,0,1
"3638",4359,35,11,75,92672,4,2,3,0,0,0
"3640",3512,37,11,89,94609,1,1.5,3,0,1,0
"3642",1954,49,25,22,90058,4,0.2,1,0,1,0
"3643",1407,53,23,20,92123,4,0.4,3,0,1,1
"3644",1619,29,3,29,94720,3,1,1,0,1,1
"3646",3703,50,25,160,93108,4,4.3,3,0,0,0
"3647",1922,45,21,63,95621,1,0.8,3,0,1,1
"3648",1297,30,6,80,92399,3,1.5,1,0,1,0
"3649",3099,41,16,21,92024,2,0.1,2,0,0,0
"3651",4203,35,9,82,95064,3,0.9,2,0,1,0
"3652",1461,40,16,85,92677,4,0.2,3,0,1,1
"3653",1388,35,10,38,95762,4,1.7,1,0,1,1
"3654",19,46,21,193,91604,2,8.1,3,0,0,0
"3655",4983,36,10,45,95126,4,0.2,1,0,0,1
"3656",4633,54,29,62,94720,4,0.7,1,0,0,1
"3657",2139,36,11,40,93611,2,1.1,2,0,0,0
"3658",4542,62,38,124,95023,1,3.8,1,0,1,0
"3659",2408,39,15,100,94720,1,0.8,2,0,1,0
"3661",4740,62,38,174,94305,1,4.7,1,0,1,1
"3662",3756,55,25,42,94115,3,1,3,0,1,0
"3664",1580,29,5,122,94305,4,3,1,0,0,1
"3665",1174,24,-1,35,94305,2,1.7,2,0,0,0
"3667",554,52,28,101,91330,2,0.3,1,1,0,0
"3668",4913,51,26,28,94061,1,1.3,2,0,1,0
"3669",4445,36,10,73,95035,2,2.8,1,0,1,1
"3670",476,43,19,152,92008,3,6.1,2,0,0,0
"3671",349,40,15,173,95060,4,6.6,1,0,1,1
"3673",2437,53,29,39,92626,3,1.5,1,0,1,0
